116,240,597,271,SLF CASH & CARRY
122,272,591,309,"NO.15,JLN TSJ2,TMN SUBANG JASA,"
205,302,506,340,"OFF JLN BT 3 SUBANG,"
207,335,507,370,"40000 SHAH ALAM, SEL."
205,364,509,395,GST NO: 001169362944
107,392,607,423,TEL: 03-77343662 FAX: TAX INVOICE
56,482,118,511,CASH
55,536,632,567,RECEIPT #: CS00241867 DATE: 02/02/2018
57,571,252,601,SALESPERSON :
388,571,601,601,TIME: 08:31:00
55,601,282,629,CASHIER : KELLY
57,660,118,690,ITEM
326,664,371,691,QTY
446,663,494,691,U/P
535,663,628,691,AMOUNT
56,724,254,751,6194020100124
325,720,350,751,4
418,724,495,751,11.32
550,722,658,752,45.28 S
59,754,525,786,(UNIT) ROYAL BAKING POWDER 450G
57,814,268,840,TOTAL QUANTITY
430,815,456,841,4
371,902,508,932,SUB-TOTAL
581,902,660,929,45.28
371,933,433,960,DISC
596,933,657,959,0.00
372,964,420,990,TAX
597,962,659,989,0.00
372,992,494,1022,ROUNDING
596,992,658,1016,0.00
87,1020,235,1051,TOTAL
508,1023,659,1052,48.00
88,1049,208,1081,CASH
508,1052,657,1080,48.00
87,1082,265,1112,CHANGE
537,1082,655,1111,0.00
132,1141,582,1178,"GOODS SOLD ARE NOT RETURNABLE,"
282,1173,430,1201,THANK YOU.
273,1232,440,1260,GST SUMMARY
63,1292,127,1319,CODE
303,1294,398,1320,AMOUNT
469,1291,488,1321,%
543,1293,652,1320,TAX/AMT
64,1352,96,1381,SR
319,1352,395,1382,45.28
469,1353,487,1383,6
590,1351,654,1381,2.72
347,1441,500,1472,TAX TOTAL:
588,1442,652,1471,2.72
