178,347,673,388,99 SPEED MART S/B (519537-X)
198,393,672,434,"LOT P.T. 2811, JALAN ANGSA,"
305,446,552,479,TAMAN BERKELEY
255,496,627,536,"41150 KLANG, SELANGOR"
326,547,537,581,1225-DENGKIL
219,595,662,631,GST ID. NO : 000181747712
203,695,699,731,INVOICE NO : 18291/102/T0163
99,796,223,830,11:59AM
396,794,504,830,567640
662,792,805,828,28-11-18
98,895,451,928,973 COKE LIGHT 500ML
660,891,805,927,RM4.40 S
132,942,346,979,@2 X RM 2.20
97,992,573,1030,5581 SPRITZER MINERAL WATER
643,994,806,1027,RM23.50 S
95,1090,630,1128,TOTAL SALES (INCLUSIVE GST) RM
679,1091,769,1127,27.90
503,1139,631,1175,CASH RM
681,1141,769,1175,28.00
467,1190,630,1227,CHANGE RM
715,1190,772,1225,.10
95,1290,294,1334,GST SUMMARY
380,1291,554,1326,AMOUNT(RM)
662,1292,785,1326,TAX(RM)
99,1341,207,1378,S = 6%
468,1339,559,1375,26.33
716,1338,789,1375,1.57
187,1490,682,1534,THANK YOU. PLEASE COME AGAIN
101,1538,787,1581,KEEP THE INVOICE FOR APPLICABLE RETURNS
