376,233,538,276,SUSHI Q
242,280,678,312,EDEN IMPRESSION SDN BHD
373,322,550,358,(894996-D)
165,362,748,397,"LOT NO : 20, LEVEL UG1, PUBLIKA SOLARIS"
390,404,528,435,DUTAMAS.
226,444,693,481,"NO 1, JALAN DUTAMAS, 50480 KL"
324,486,595,519,TEL: 03-62062378
280,527,656,567,(GST ID:000926818304)
312,578,612,625,TAX INVOICE
113,719,194,751,DATE:
252,717,427,755,20/10/2016
441,719,530,751,TIME:
610,717,774,749,3:08:19PM
111,767,366,804,INV NO: 388171
112,817,208,856,TABLE:
114,871,409,905,COUNTER: C1 PAX: 1
110,921,199,955,STAFF:
114,997,285,1031,DESCRIPTION
115,1044,260,1076,UNIT PRICE
283,1044,486,1075,UNIT DISCOUNT
703,1041,826,1075,AMOUNT
837,1023,893,1054,TAX
838,1062,900,1094,COD
114,1110,533,1147,ALACARTE SUSHI 2.80
113,1163,241,1194,RM 2.80
290,1164,310,1192,2
355,1162,425,1194,0.00
716,1160,880,1194,RM5.60 SR
115,1220,535,1256,ALACARTE SUSHI 1.80
113,1270,243,1303,RM 1.80
290,1271,311,1302,2
355,1267,427,1300,0.00
718,1269,885,1301,RM3.60 SR
116,1323,179,1360,QTY:
254,1324,279,1354,4
377,1327,593,1365,TOTAL EXCL GST
718,1330,837,1361,RM9.20
447,1375,593,1405,DISCOUNT:
719,1375,835,1402,RM0.00
366,1416,592,1449,AFTER DISCOUNT:
721,1419,836,1447,RM9.20
194,1458,594,1494,SERVICE CHARGE (EXCL GST):
722,1459,835,1492,RM0.00
519,1498,595,1530,GST:
718,1497,834,1529,RM0.55
328,1538,591,1574,ITEM VALUE ADJ:
721,1539,837,1570,RM0.00
219,1593,454,1634,TOTAL SALES:
668,1592,839,1637,RM9.75
423,1666,636,1703,TENDERED:
647,1665,834,1701,RM10.00
476,1713,664,1758,CHANGE :
678,1714,837,1752,RM0.25
117,1813,339,1849,GST SUMMARY
367,1812,623,1846,EXCL AMOUNT(RM)
712,1812,838,1845,TAX(RM)
121,1858,264,1891,SR = 6%
545,1857,617,1889,9.20
764,1858,836,1888,0.55
214,1911,747,1948,*SETTLED AT 20/10/2016 3:08:19 PM*
190,1952,773,1985,THANK YOU AND PLEASE COME AGAIN
248,820,493,871,-TAKE AWAY
253,919,435,953,NG XIN YEE
