254,373,626,414,MR.D.I.Y(M)SDN BHD
272,420,584,455,CO-REG:860671-D
83,460,773,504,"LOT 1851-A & 1851-B, JALAN KPB 6,"
112,504,747,543,"KAWASAN PERINDUSTRIAN BALAKONG,"
130,542,757,587,"43300 SERI KEMBANGAN, SELANGOR"
173,587,686,628,(GST ID NO :000306020352)
299,627,587,670,(ENDAH PARADE)
293,674,574,714,-TAX INVOICE-
30,750,441,793,TOILET BRUSH 47-2311
813,763,863,798,*S
28,796,459,841,HD03-04-06 - 5/40/160
25,840,173,878,9067860
486,843,545,879,1 X
585,847,669,881,2.70
731,849,811,882,2.70
29,885,338,923,CEMENT KN BLK-2
814,892,856,924,*S
28,927,297,967,KF12 - 12/240
31,971,175,1006,9071872
486,972,545,1006,1 X
591,974,669,1007,1.60
734,975,810,1008,1.60
28,1014,440,1050,HSS TWIST DRILL 5.5*
812,1017,853,1051,*S
29,1055,149,1089,KH22 -
197,1056,315,1093,10/500
32,1098,296,1134,6909906163102
489,1101,544,1134,1 X
584,1103,667,1136,3.30
731,1104,814,1138,3.30
27,1139,335,1177,HSS TWIST DRILL
380,1144,440,1176,6*1
813,1146,854,1182,*S
30,1183,152,1216,KH12 -
198,1184,317,1220,10/500
30,1226,295,1259,6909906163103
486,1228,545,1262,1 X
586,1230,666,1262,3.30
730,1231,811,1263,3.30
29,1269,314,1304,CURTAIN STRAPS
811,1271,854,1308,*S
31,1310,417,1349,CK 11-22-31 - 10/400
28,1352,170,1388,8720019
481,1353,543,1390,2 X
587,1356,665,1391,2.50
729,1357,811,1392,5.00
237,2026,619,2063,7 DAY WITH RECEIPT .
194,2069,681,2105,STRICTLY NO CASH REFUND .
34,1435,253,1473,ITEM(S) : 5
647,1436,854,1477,QTY(S) : 6
30,1523,378,1558,"TOTAL INCL ,GST@6%"
689,1527,852,1560,RM 15.90
29,1565,110,1598,CASH
689,1568,853,1602,RM 50.00
27,1607,153,1638,CHANGE
689,1609,851,1642,RM 34.10
28,1690,254,1729,GST SUMMARY
399,1691,539,1729,AMT(RM)
608,1692,745,1733,TAX(RM)
28,1731,191,1766,GST S@6%
446,1734,542,1768,15.00
668,1736,750,1770,0.90
37,1856,521,1894,19-09-17 15:39 SH01 ZJ03
587,1862,849,1897,T3 R000100808
29,1899,334,1936,OPERATOR TSGC -
378,1902,787,1939,KARKI DAMMAR BAHADUR
155,1983,706,2023,EXCHANGE ARE ALLOWED WITHIN
