373,393,585,433,BANH MI CAFE
119,442,835,482,DIMILIKI: BANH MI CAFE SDN BHD 1110644-W
266,490,679,532,NO. 1 JALAN PUTERI 7/10
228,535,728,581,"BANDAR PUTERI, 47100 PUCHONG"
318,586,641,624,"SELANGOR, MALAYSIA"
232,630,724,671,(GST REG. NO : 000306700288)
263,677,653,715,GUEST CHECK
126,724,373,765,TABLE A
120,771,391,807,INV NO.: 153887
582,773,746,811,PAX(S): 2
120,822,202,856,DATE
122,864,443,904,CASHIER: CASHIER A
120,957,173,1001,QTY
224,961,429,1001,DESCRIPTION
675,961,836,998,TOTAL TAX
123,1056,139,1090,1
187,1053,589,1092,205 SUONG NON RAM CHUA
691,1057,761,1095,9.90
796,1056,834,1092,SR
188,1101,638,1139,205 SWEET &SOUR PORK RIBS
122,1148,144,1186,1
187,1150,606,1185,217 TAU HU DON THIT CHI
691,1152,762,1184,9.90
794,1152,835,1185,SR
192,1197,569,1234,217 STUFF MEAT TAU FU
122,1244,143,1280,1
191,1245,371,1279,605 TRA DA
695,1245,762,1279,1.50
794,1248,835,1281,SR
193,1291,606,1329,605 VIETNAMESE ICED TEA
122,1383,511,1423,TOTAL (EXCLUDING GST):
741,1385,835,1422,21.30
118,1432,442,1472,SERV. CHARGE (3%):
759,1433,832,1470,0.65
120,1478,423,1518,GST PAYABLE (6%):
765,1483,832,1516,1.31
119,1525,565,1567,TOTAL (INCLUSIVE OF GST):
742,1528,832,1562,23.26
118,1573,355,1613,ROUNDING ADJ:
748,1574,830,1608,-0.01
122,1621,327,1690,TOTAL:
655,1621,830,1692,23.25
119,1735,246,1775,CLOSED:
456,1737,635,1774,29-10-2017
123,1783,429,1823,SERVER: CASHIER A
116,1969,318,2009,GST SUMMARY
476,1970,651,2010,AMOUNT(RM)
707,1970,830,2008,TAX(RM)
298,2204,672,2241,INQURIES: 012-3225548
224,2250,723,2290,LIKE US @ FACEBOOK: BANHMIKL
225,2298,742,2338,EMAIL : BANHMICAFE1@GMAIL.COM
246,823,626,857,: 29-10-2017 18:31:45
