229,268,554,305,RESTORAN WAN SHENG
285,311,482,348,002043319-W
142,353,634,396,"NO.2, JALAN TEMENGGUNG 19/9,"
105,395,687,437,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,"
195,438,586,478,"43200 CHERAS, SELANGOR"
176,481,603,520,GST REG NO: 001335787520
178,566,566,607,TAX INVOICE
37,651,326,688,INV NO.: 1212276
352,654,619,691,CASHIER: NICOLE
34,694,108,731,DATE
165,694,534,736,: 26-06-2018 17:08:54
34,780,233,819,DESCRIPTION
299,782,356,822,QTY
423,782,550,824,U.PRICE
581,783,669,822,TOTAL
688,783,747,821,TAX
36,863,161,906,TEH (B)
284,910,341,946,1 X
440,909,515,947,2.10
598,909,671,948,2.10
686,911,742,949,ZRL
34,948,175,989,CHAM (B)
284,994,337,1027,1 X
440,994,515,1030,2.10
600,994,673,1031,2.10
690,994,743,1032,ZRL
34,1034,194,1073,TAKE AWAY
282,1076,337,1114,2 X
441,1078,514,1114,0.20
599,1079,672,1117,0.40
687,1080,742,1115,ZRL
32,1159,250,1199,TOTAL QTY: 4
34,1201,424,1243,TOTAL (EXCLUDING GST):
669,1208,746,1243,4.60
35,1243,473,1287,TOTAL (INCLUSIVE OF GST):
670,1251,743,1286,4.60
36,1287,240,1327,TOTAL :
598,1290,740,1328,4.60
34,1374,140,1411,CASH :
669,1375,743,1411,4.60
36,1500,232,1538,GST SUMMARY
384,1503,563,1541,AMOUNT(RM)
615,1502,737,1540,TAX(RM)
35,1543,89,1580,ZRL
215,1543,317,1581,(@ 0%)
492,1546,565,1580,4.60
669,1545,742,1579,0.00
