94,40,316,79,TAN CHAY YEE
23,103,431,130,SOON HUAT MACHINERY ENTERPRISE
159,128,291,149,(JM0352019-K)
127,154,321,177,"NO.53 JALAN PUTRA 1,"
143,178,305,199,"TAMAN SRIPUTRA,"
131,201,316,225,81200 JOHOR BAHRU
185,225,269,248,JOHOR
17,250,271,270,TEL : 07-5547360 / 016-7993391
293,251,432,267,FAX : 07-5624059
90,276,362,293,SOONHUAT2000@HOTMAIL.COM
128,297,322,317,GST ID : 002116837376
163,329,283,346,CASH SALES
12,356,80,380,DOC NO.
122,359,239,377,: CS00004040
294,356,433,375,DATE: 11/01/2019
14,385,78,401,CASHIER
123,386,189,402,: USER
296,383,414,402,TIME: 09:44:00
15,413,129,429,SALESPERSON :
300,410,340,429,REF.:
45,1136,410,1160,"GOODS SOLD ARE NOT RETURNABLE, THANK YOU."
11,455,54,472,ITEM
131,451,170,475,QTY
187,448,240,476,S/PRICE
250,451,307,474,S/PRICE
328,451,390,472,AMOUNT
400,448,437,471,TAX
11,475,60,498,1072
142,476,161,493,1
185,475,236,495,80.00
253,472,300,496,80.00
345,473,397,493,80.00
16,502,321,516,REPAIR ENGINE POWER SPRAYER (1UNIT)
13,527,167,543,WORKMANSHIP & SERVICE
15,546,66,570,70549
140,547,161,568,1
186,544,243,565,160.00
255,546,308,567,160.00
341,540,398,564,160.00
15,568,228,588,GIANT 606 OVERFLOW ASSY
13,598,57,618,1071
142,596,161,613,1
195,596,239,617,17.00
259,595,304,622,17.00
344,591,403,618,17.00
13,622,108,642,ENGINE OIL
11,647,63,668,70791
140,649,163,669,1
194,647,239,667,10.00
258,649,306,669,10.00
346,645,393,666,10.00
13,675,283,694,GREASE FOR TOOLS 40ML (AKODA)
15,699,66,720,70637
142,701,169,718,1
197,698,234,718,6.00
261,698,302,715,6.00
356,695,397,716,6.00
11,723,183,743,EY20 PLUG CHAMPION
15,750,60,771,1643
146,753,163,770,1
193,749,234,772,8.00
261,750,302,769,8.00
354,742,397,769,8.00
22,778,128,796,STARTER TALI
22,802,60,822,70197
143,801,166,820,1
198,802,236,817,10.00
263,802,303,816,10.00
354,802,392,817,10.00
19,828,191,844,EY20 STARTER HANDLE
20,853,62,874,70561
142,853,169,873,2
198,854,232,868,18.00
267,852,301,869,18.00
351,854,390,870,36.00
19,878,128,896,HD40 1L COTIN
42,903,111,924,TOTAL QTY:
142,900,163,920,9
339,903,392,918,327.00
208,940,306,960,TOTAL SALES :
338,940,395,958,327.00
222,972,307,990,DISCOUNT :
358,972,396,987,0.00
254,1000,307,1018,TOTAL :
360,1001,394,1016,0.00
220,1032,306,1049,ROUNDING :
361,1032,394,1046,0.00
200,1060,309,1081,TOTAL SALES :
343,1062,392,1076,327.00
241,1091,308,1107,CASH :
343,1091,394,1108,327.00
227,1114,308,1132,CHANGE :
359,1114,394,1128,0.00
