37,67,595,91,GARDENIA BAKERIES (KL) SDN BHD (139386 X)
177,92,449,115,"LOT 3, JALAN PELABUR 23/1,"
163,116,463,139,"40300 SHAH ALAM, SELANGOR."
124,139,309,160,TEL: 03- 55423228
194,163,436,183,GST ID: 000381399040
141,203,492,238,TAX INVOICE / ADJUSTMENT NOTE
247,261,513,296,CASH INV NO.: 7026F713
31,300,48,321,V
323,301,517,322,DATE: 26/10/2017
26,331,375,366,MAKASSAR FRESH MARKET SDN BHD
30,372,313,394,"GROUND FLOOR, NO. 4 & 6,"
31,396,206,417,"JALAN SS 15/4B,"
27,419,352,440,"47500 SUBANG JAYA, SELANGOR"
30,440,274,463,VE05: RIDZUAN (11900)
257,463,416,484,DD: 26/10/2017
25,494,159,513,DESCRIPTION
25,529,146,549,O.C. WHITE
24,552,134,573,WHOLEMEAL
25,576,134,595,O.C JUMBO
189,608,402,648,TOTAL 0% SUPPLIES:
448,608,513,642,30.03
24,658,146,677,CR-VANILLA
25,681,148,701,BUN-SBILIS
25,705,147,725,KAYA-PANDN
45,735,402,777,TOTAL 6% SUPPLIES (EXCL. GST):
449,737,513,771,22.80
354,783,402,817,GST:
461,783,512,817,1.36
59,834,401,874,TOTAL 6% SUPPLIES (INC. GST):
449,834,512,868,24.16
189,880,403,921,TOTAL 0% SUPPLIES:
448,881,509,915,30.03
235,930,403,974,TOTAL PAYABLE:
447,931,513,966,54.19
27,993,121,1015,E.&.0.E.
29,1017,559,1040,RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.
27,1040,488,1062,THE RECIPIENT OF GARDENIA'S PRODUCTS IS
27,1064,568,1086,REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS
29,1088,470,1111,"INPUT TAX CLAIMS, ON THE BASIC OF THE"
26,1112,493,1135,ADJUSTMENTS SHOWN IN THIS TAX INVOICE /
27,1135,209,1157,ADJUSTMENT NOTE
194,1162,432,1182,CUSTOMER'S COPY
324,139,507,159,FAX:03- 55423213
99,301,113,321,4
437,463,495,484,11:56
178,493,217,512,U.P
228,493,264,511,ISS
274,493,314,512,EXC
332,493,346,511,D
357,492,405,511,SALE
426,492,511,513,AMT(RM)
166,529,217,549,2.13
250,529,265,548,6
296,530,311,547,0
331,530,346,549,0
391,529,405,548,6
451,529,510,549,12.78
166,553,217,572,2.78
249,553,264,572,3
296,553,312,571,0
331,553,348,572,0
389,552,405,571,3
461,553,512,572,8.34
166,576,218,596,2.97
247,577,265,594,4
298,577,311,594,1
332,577,348,595,0
391,577,404,595,3
461,576,512,595,8.91
165,659,216,678,0.72
238,658,264,678,20
296,659,313,678,6
331,658,347,677,0
380,659,406,678,14
448,658,511,677,10.08
164,682,217,701,0.84
247,682,264,700,0
295,681,311,700,2
331,681,346,700,0
381,682,405,701,-2
449,682,511,701,-1.68
167,705,217,724,2.40
249,704,264,723,6
295,705,311,724,0
331,706,346,723,0
391,704,405,723,6
450,704,512,723,14.40
