17,38,130,62,3180303
105,196,476,220,GL HANDICRAFT & TAIL ORING
190,233,392,253,"19, JALAN KANCIL,"
192,267,391,288,"OFF JALANPUDU,"
167,303,413,322,55100 KUALA LUMPUR
233,336,346,356,MALAYSIA
146,378,435,402,COMPANY REG NO. :75495-W
141,414,442,441,GST REG NO. :001948532736
220,460,362,482,TAX INVOICE
39,505,161,526,INVOICE NO.:
206,503,306,524,CS 10012
41,540,102,559,DATE:
204,539,381,560,20/03/2018 13:01
41,575,150,595,CASHLER #:
207,572,231,594,01
397,612,438,634,RM
479,611,542,635,CODE
40,649,361,672,SAFETY PINS BUTTERFLY - S
67,683,179,706,6.00 BOXS
214,686,229,706,X
258,685,315,707,17.00
371,685,440,704,102.00
505,685,543,704,SR
152,723,253,746,SUBTOTAL :
372,723,440,746,102.00
67,766,250,789,TOTAL EXCL.OF GST
382,767,440,785,96.23
73,802,249,826,TOTAL INCL.OF GST
370,803,441,823,102.00
53,841,253,862,TOTAL AMT ROUNDED
373,841,440,862,102.00
144,872,256,899,PAYMENT :
372,873,440,892,102.00
105,906,258,930,CHANGE DUE :
394,904,439,926,0.00
43,948,214,974,TOTAL LTEM(S) : 6
49,989,198,1013,GST SUMMARY
234,986,362,1010,AMOUNT(RM)
417,983,509,1007,TAX(RM)
49,1028,83,1048,SR
135,1026,196,1050,@ 6%
305,1026,364,1045,96.23
466,1026,507,1046,5.77
223,1161,356,1183,THANK YOU
169,1189,408,1211,PLEASE COME AGAIN
