33,67,589,91,GARDENIA BAKERIES (KL) SDN BHD (139386 X)
167,91,445,114,"LOT 3, JALAN PELABUR 23/1,"
157,115,456,138,"40300 SHAH ALAM, SELANGOR."
117,136,302,159,TEL: 03- 55423228
191,159,432,183,GST ID: 000381399040
133,201,484,239,TAX INVOICE / ADJUSTMENT NOTE
244,259,509,295,CASH INV NO.: 7017F714
22,298,108,321,VE0514
318,301,512,322,DATE: 17/10/2017
21,330,374,363,MAKASSAR FRESH MARKET SDN BHD
24,368,310,393,"GROUND FLOOR, NO. 4 & 6,"
23,393,204,416,"JALAN SS 15/4B,"
22,418,345,439,"47500 SUBANG JAYA, SELANGOR"
23,439,271,460,VE05: RIDZUAN (11900)
250,461,410,483,DD: 17/10/2017
19,492,154,512,DESCRIPTION
173,492,211,511,U.P
222,491,258,511,ISS
268,493,306,510,EXC
327,491,342,511,D
349,492,400,512,SALE
420,493,506,513,AMT(RM)
20,527,140,547,O.C. WHITE
162,529,212,549,2.13
244,529,259,548,3
290,529,306,548,0
327,528,341,547,0
386,528,400,547,3
456,529,506,548,6.39
17,551,129,570,WHOLEMEAL
161,552,212,571,2.78
244,551,258,570,3
291,552,307,571,4
327,552,342,570,0
374,552,399,571,-1
446,553,506,571,-2.78
17,574,130,594,O.C JUMBO
161,575,211,592,2.97
244,575,260,593,6
291,575,306,594,0
327,575,342,594,0
385,575,401,593,6
446,575,506,594,17.82
184,604,401,648,TOTAL 0% SUPPLIES:
444,607,507,642,21.43
17,655,145,677,CR-VANILLA
160,657,211,677,0.72
234,657,260,677,20
291,657,308,677,0
326,657,342,676,0
375,657,402,677,20
446,657,506,676,14.40
19,681,107,701,CR-CORN
161,681,212,700,0.72
232,681,259,699,20
291,681,307,700,0
327,681,341,699,0
373,681,401,699,20
446,683,506,700,14.40
20,704,142,724,HAZEL CHOC
162,704,212,723,6.90
244,704,259,722,8
291,705,307,724,0
327,705,341,722,0
386,706,400,723,8
444,705,506,724,55.20
41,734,395,777,TOTAL 6% SUPPLIES (EXCL. GST):
444,737,508,770,84.00
350,783,397,816,GST:
455,783,507,817,5.03
52,831,399,874,TOTAL 6% SUPPLIES (INC. GST):
443,834,505,869,89.03
184,878,397,921,TOTAL 0% SUPPLIES:
444,881,505,915,21.43
230,929,401,972,TOTAL PAYABLE:
433,930,508,965,110.46
23,993,116,1014,E.&.0.E.
22,1017,561,1039,RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.
23,1040,493,1063,THE RECIPIENT OF GARDENIA'S PRODUCTS IS
25,1065,560,1087,REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS
24,1087,471,1111,"INPUT TAX CLAIMS, ON THE BASIC OF THE"
24,1111,493,1134,ADJUSTMENTS SHOWN IN THIS TAX INVOICE /
22,1135,205,1156,ADJUSTMENT NOTE
188,1160,429,1184,CUSTOMER'S COPY
317,138,502,158,FAX:03- 55423213
432,462,489,484,11:43
