41,133,516,172,SANYU STATIONERY SHOP
45,186,504,208,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X"
44,208,247,231,40170 SETIA ALAM
44,235,429,259,MOBILE /WHATSAPPS : +6012-918 7937
40,262,267,290,TEL: +603-3362 4137
43,292,322,313,GST ID NO: 001531760640
35,322,137,344,OWNED BY :
36,347,377,372,SANYU SUPPLY SDN BHD (1135772-K)
39,400,300,426,CASH SALES COUNTER
410,304,595,333,TAX INVOICE
48,463,195,487,1. 2012-0029
79,523,192,546,3 X 2.9000
271,466,598,487,RESTAURANT ORDER CHIT NCR
271,490,345,515,"3.5""X6"""
479,525,528,547,8.70
554,524,583,548,SR
25,559,341,581,TOTAL SALES INCLUSIVE GST @6%
241,590,329,612,DISCOUNT
237,632,293,653,TOTAL
241,665,347,690,ROUND ADJ
241,707,345,729,FINAL TOTAL
479,563,527,583,8.70
478,594,527,614,0.00
482,636,530,657,8.70
481,666,531,690,0.00
480,709,529,730,8.70
240,763,301,783,CASH
241,794,329,817,CHANGE
470,767,528,787,10.00
483,798,530,818,1.30
27,835,174,860,GST SUMMARY
28,866,129,889,SR @ 6%
254,836,386,859,AMOUNT(RM)
338,866,386,889,8.21
477,837,566,860,TAX(RM)
519,868,568,889,0.49
26,944,286,970,INV NO: CS-SA-0079030
317,947,518,970,DATE: 18/04/2017
65,1091,571,1116,GOODS SOLD ARE NOT RETURNABLE & REFUNDABLE
113,1139,522,1164,THANK YOU FOR YOUR PATRONAGE
196,1172,441,1197,PLEASE COME AGAIN.
115,1226,518,1252,TERIMA KASIH SILA DATANG LAGI
67,1276,569,1303,** PLEASE KEEP THIS RECEIPT FOR PROVE OF
49,1310,584,1334,PURCHASE DATE FOR I.T PRODUCT WARRANTY
244,1343,394,1368,PURPOSE **
90,1395,548,1423,FOLLOW US IN FACEBOOK : SANYU.STATIONERY
