78,101,520,127,SWC ENTERORISE SDN BHD
246,127,360,150,(1125830-V)
183,148,412,174,"5-7, JALAN MAHAGONI 7/1"
148,171,455,197,"SEKSYEN 4, BANDAR UTAMA, 44300"
191,193,416,219,"BATANG KALI, SELANGOR"
241,216,366,244,03-60571377
16,253,54,276,GST
104,253,231,279,002017808384
16,279,342,303,TAX INVOICE NO : 00518087100028
18,326,219,349,005002(BATANGKALI-2)
559,327,579,349,8
15,349,51,369,002
384,349,489,372,28/03/2018
493,347,578,370,10:36:13
8,391,194,419,OPEN CODE-SR ITEM
24,419,125,438,0025679 U
364,413,430,439,3X8.00
501,419,578,443,24.00 S
24,442,121,462,0025679 U
362,442,424,466,1X7.00
508,442,582,468,7.00 S
15,465,41,488,PD
66,465,113,485,3.20
503,465,560,489,-3.80
13,489,262,511,AUTHORIZE : BATANGKALI-S
16,512,203,538,STAR 12X13 (1X180)
24,533,147,557,0020329 PKT
362,536,427,562,1X1.00
516,533,575,564,1.00 S
24,586,136,612,0020324 PKT
362,587,435,614,1X1.80
512,585,577,611,1.80 S
18,633,83,660,ITEM 4
215,632,385,661,SUBTOTAL INCL GST
524,634,577,660,30.00
12,659,70,685,QTY 6
290,660,386,684,SPEC.DISC
532,663,580,683,0.00
18,682,132,706,SAVING 3.80
307,684,385,708,ROUNDING
533,684,575,703,0.00
335,708,392,731,TOTAL
523,708,580,728,30.00
341,730,396,752,CASH
524,730,579,754,50.00
323,753,390,777,CHANGE
516,757,582,776,20.00
18,799,132,823,GST SUMMARY
171,799,281,823,AMOUNT(RM)
497,799,575,825,TAX(RM)
15,819,68,850,S(6%)
222,822,279,849,28.30
532,824,579,844,1.70
201,870,310,893,28/03/2018
318,867,397,893,10:36:13
89,982,524,1010,GOODS SOLD ONLY EXCHANGEABLE WITHIN 3 DAYS
148,1010,448,1032,GOODS SOLD ARE NOT REFUNDABLE
144,1032,456,1056,THANK YOU FOR KIND SUPPORT
211,1059,394,1081,PLEASE COME AGAIN
