177,247,544,292,MR. D.I.Y. (M) SDN BHD
212,285,518,326,(CO.REG :860671-D)
83,315,627,366,"LOT 1851-A & 1851-B, JALAN KPB 6,"
99,350,613,399,"KAWASAN PERINDUSTRIAN BALAKONG,"
116,382,617,434,"43300 SERI KEMBANGAN, SELANGOR"
157,420,569,464,(GST ID NO :000306020352)
253,456,475,492,(IOI PUCHONG)
258,491,474,525,-TAX INVOICE-
43,567,327,604,OPENER SS MT-005
677,544,712,575,*S
44,601,272,640,AI31 - 12/108
48,639,164,674,9064430
414,628,465,656,1 X
496,621,564,649,8.80
610,615,679,645,8.80
50,671,253,707,PLASTIC BAGS
682,646,715,678,*S
50,706,135,741,99999
418,694,467,722,1 X
500,689,568,719,0.20
615,683,682,713,0.20
56,771,239,808,ITEM(S) : 2
551,749,724,786,QTY(S) : 2
61,834,361,876,TOTAL INCL. GST@6%
606,818,727,848,RM 9.00
61,878,129,913,CASH
592,851,726,884,RM 10.00
63,911,165,943,CHANGE
607,885,728,915,RM 1.00
66,965,482,1010,GST @6% INCLUDED IN TOTAL
562,956,679,985,RM 0.51
74,1032,469,1077,11-04-18 17:42 SH01 ZJ86
515,1020,734,1055,T2 R000116475
72,1065,523,1111,OPERATOR IOIT - NUR FATIHAH
174,1127,626,1175,EXCHANGE ARE ALLOWED WITHIN
243,1163,560,1202,7 DAY WITH RECEIPT.
211,1195,606,1243,STRICTLY NO CASH REFUND.
