251,276,614,314,RESTORAN WAN SHENG
302,320,535,367,002043319-W
145,374,702,419,"NO.2, JALAN TEMENGGUNG 19/9,"
112,425,758,467,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,"
204,475,654,519,"43200 CHERAS, SELANGOR"
191,524,670,568,GST REG NO: 001335787520
193,624,628,664,TAX INVOICE
36,724,362,764,INV NO.: 1187070
388,723,708,765,CASHIER: THANDAR
32,772,115,813,DATE
174,776,592,816,: 11-06-2018 17:11:42
31,873,253,914,DESCRIPTION
329,872,391,914,QTY
468,875,610,917,U.PRICE
648,874,745,918,TOTAL
764,876,835,914,TAX
34,971,165,1016,TEH (B)
306,1024,372,1064,2 X
489,1025,569,1062,2.20
667,1027,750,1065,4.40
768,1026,829,1066,ZRL
32,1073,186,1113,MILO (B)
310,1124,373,1163,1 X
486,1124,571,1165,2.80
667,1127,751,1166,2.80
767,1125,829,1165,ZRL
32,1172,213,1216,TAKE AWAY
307,1222,371,1260,3 X
485,1221,570,1260,0.20
669,1223,750,1262,0.60
767,1221,829,1263,ZRL
29,1316,278,1359,TOTAL QTY: 6
27,1364,473,1411,TOTAL (EXCLUDING GST):
747,1371,830,1410,7.80
33,1416,524,1458,TOTAL (INCLUSIVE OF GST):
746,1417,830,1459,7.80
33,1466,259,1510,TOTAL :
671,1465,830,1512,7.80
31,1564,148,1608,CASH :
747,1568,831,1608,7.80
28,1713,251,1754,GST SUMMARY
424,1716,622,1757,AMOUNT(RM)
687,1717,820,1757,TAX(RM)
32,1763,94,1802,ZRL
236,1762,345,1808,(@ 0%)
548,1764,631,1804,7.80
745,1767,830,1805,0.00
