148,48,564,86,HOME MASTER HARDWARE &
266,89,444,125,ELECTRICAL
85,121,625,156,"NO.113G & 115G, JALAN SETIA GEMBILANG"
166,161,540,194,"U13/BG BANDAR SETIA ALAM,"
175,204,530,235,"40170 BANDAR SETIA ALAM,"
275,240,428,267,SELANGOR.
151,282,553,315,COMPANY REG NO.:SA03711551-P
179,326,521,360,GST REG NO.:001637511168
263,382,433,409,TAX INVOICE
62,427,201,456,INVOICE NO.:
250,433,367,458,CS 67832
62,470,135,498,DATE :
248,475,453,500,22/12/2017 14:03
61,513,187,542,CASHIER#:
248,520,367,545,CASHIER
465,565,517,594,RM
562,563,636,593,CODE
58,606,341,636,24MMX7Y M.ONE TAPE
91,648,139,672,1.00
253,653,271,675,X
304,651,370,675,15.90
448,651,514,676,15.90
594,648,635,674,SR
181,696,295,722,SUBTOTAL :
448,698,512,722,15.90
85,743,294,772,TOTAL EXCL. OF GST
446,749,513,773,15.00
92,785,293,816,TOTAL INCL. OF GST
446,791,513,817,15.90
70,832,293,861,TOTAL AMT ROUNDED
444,838,509,860,15.90
173,874,293,906,PAYMENT :
443,876,511,901,50.00
132,911,291,945,CHANGE DUE :
442,915,510,940,34.10
60,959,237,995,TOTAL ITEM(S) : 1
61,1009,83,1034,G
140,1014,234,1044,UMMARY
268,1012,421,1042,AMOUNT(RM)
479,1010,589,1043,TAX (RM)
64,1057,103,1081,SR
155,1058,231,1090,@ 6%
355,1063,419,1086,15.00
534,1062,588,1086,0.90
